ORGID,ORGNAME,STATUSCODE,UPDATETIME
EB86843607,美地綜合建築物管理維護股份有限公司,T,2019-05-08 17:51:53
EB86845886,佳洛系統工程有限公司,T,2019-05-08 17:51:53
EB86851459,怡興工程顧問有限公司,T,2019-05-08 17:51:53
EB86856139,偉立資訊有限公司,T,2020-02-10 16:26:31
EB86865138,倚強科技股份有限公司,T,2019-07-23 16:50:52
EB86870596,駿馳工程有限公司,F,2019-11-07 23:45:00
EB86870646,德鴻科技股份有限公司,T,2018-11-12 17:32:55
EB86871981,潤泰精密材料股份有限公司,T,2019-04-30 17:16:04
EB86879739,泰鋒電腦股份有限公司,T,2020-05-28 17:04:57
EB86880449,達運光電股份有限公司,T,2018-11-12 17:32:55
EB86882278,倍微科技股份有限公司,T,2019-05-08 17:51:53
EB86883945,北承汽車有限公司,T,2019-07-01 17:39:35
EB86887421,第一金證券投資顧問股份有限公司,T,2018-11-21 17:42:08
EB86888744,台灣哈納精密股份有限公司,F,2019-09-05 23:45:00
EB86889315,傑芳企業有限公司,T,2019-05-08 17:51:54
EB86891972,新漢股份有限公司,T,2019-08-05 17:14:06
EB86911999,渝豐實業股份有限公司,T,2019-05-08 17:51:54
EB86916740,百鋐營造股份有限公司,T,2020-01-21 16:33:21
EB86924256,天鵝湖建設股份有限公司,T,2019-05-08 17:51:54
EB86925184,美商富國銀行股份有限公司台北分公司,T,2018-12-21 17:27:20
EB86928561,安泰商業銀行股份有限公司,T,2019-04-30 17:16:39
EB86928794,嘉安通運股份有限公司,F,2019-07-19 23:45:00
EB86932805,北瑪室內裝修設計有限公司,T,2019-05-08 17:51:54
EB86943660,坤山汽車有限公司,T,2019-10-03 16:59:15
EB86943774,聯威營造股份有限公司,T,2020-05-22 16:31:41
EB86949545,萬銘工程科技股份有限公司,T,2018-11-12 17:32:55
EB86960941,井帝工程股份有限公司,T,2019-09-26 17:32:30
EB86965586,福國冷凍股份有限公司,F,2019-07-03 23:45:01
EB86966797,華奕工程有限公司,F,2019-05-17 23:45:00
EB86969112,東義工程顧問股份有限公司,T,2020-05-27 16:32:23
EB86970899,正堯工程顧問股份有限公司,T,2019-01-25 17:11:55
EB86972329,琨鼎環境科技股份有限公司,T,2019-05-08 17:51:54
EB86972340,積利有限公司,T,2018-11-12 17:32:55
EB86978512,西北臺慶科技股份有限公司,T,2019-05-08 17:51:54
EB86980046,嘉聯益科技股份有限公司,T,2018-11-12 17:32:55
EB86980828,益新營造工程有限公司,T,2019-05-08 17:51:54
EB86980876,東雅電子股份有限公司,T,2019-03-29 17:30:26
EB86980876U010000,東科控股股份有限公司,T,2019-03-29 17:30:57
EB86984697,亞台開發股份有限公司,T,2019-03-25 17:38:55
EB86985605,和勤精機股份有限公司,T,2019-05-08 17:51:55
EB86987441,明利廣告股份有限公司,F,2019-08-20 23:45:00
EB86990889,力元營造有限公司,T,2019-10-24 16:08:31
EB86991310,東詮營造有限公司,T,2020-06-11 16:14:05
EB88120872,東台精機股份有限公司,T,2018-11-21 17:42:08
EB88187108,春雨工廠股份有限公司,T,2019-05-08 17:51:55
EB88727294,舜倡發企業股份有限公司,T,2019-05-08 17:51:55
EB88744414,誠泰工業科技股份有限公司,T,2018-11-12 17:32:55
EB89004681,台灣昭陽化學股份有限公司,T,2019-05-08 17:51:55
EB89202303,友文實業股份有限公司,T,2019-05-06 17:43:41
EB89203274,佳韋科技有限公司,T,2020-04-08 16:26:55
EB89206075,松華營造有限公司,T,2020-05-20 16:22:02
EB89208123,東大加油站有限公司,T,2019-05-08 17:51:55
EB89211393,洛碁實業股份有限公司,T,2019-05-08 17:51:55
EB89223285,昇威交通有限公司,T,2020-03-11 16:35:17
EB89225690,捷鵬國際股份有限公司,T,2018-11-22 15:52:30
EB89230217,凱旋通運企業有限公司,T,2019-05-08 17:51:55
EB89231193,戰國策國際顧問股份有限公司,T,2019-08-19 16:21:24
EB89234500,甲聖工業股份有限公司,F,2019-05-31 23:45:01
EB89242776,有達營造有限公司,T,2020-01-15 16:18:48
EB89254272,邦輝股份有限公司,T,2019-05-08 17:51:55
EB89254499,五湖四海營造股份有限公司,T,2019-12-30 16:14:30
EB89255722,金城建設股份有限公司,T,2019-10-31 16:24:59
EB89258452,新總陽建設股份有限公司,F,2019-10-28 23:45:00
EB89260422,風青實業股份有限公司,T,2019-05-08 17:51:56
EB89261652,全台晶像股份有限公司,T,2019-05-08 17:51:56
EB89262603,萊康企業股份有限公司,T,2019-05-08 17:51:56
EB89264861,冠捷國際物流有限公司,T,2019-05-08 17:51:56
EB89266170,集雅社股份有限公司,T,2019-05-08 17:51:56
EB89269991,力歐科技股份有限公司,T,2019-05-08 17:51:56
EB89271758,星喬營造有限公司,T,2019-05-08 17:51:56
EB89272497,博愛車業股份有限公司,T,2019-05-08 17:51:56
EB89283591,安聯人壽保險股份有限公司,T,2020-03-05 16:56:36
EB89283804,國泰世華商業銀行股份有限公司清水分公司,T,2018-12-21 17:27:20
EB89302078,通勇營造有限公司,T,2019-09-25 16:49:57
EB89313075,傳閔工程股份有限公司,T,2019-05-08 17:51:56
EB89321602,豐鼎光波奈米科技股份有限公司,T,2020-06-03 17:09:21
EB89337273,昆熺汽車貨運有限公司,T,2019-05-08 17:51:56
EB89338287,高明鐵企業股份有限公司,T,2018-11-21 17:42:08
EB89344540,新原成交通股份有限公司,F,2020-02-07 22:50:03
EB89347602,東浦精密光電股份有限公司,T,2018-11-21 17:42:08
EB89348216,環宇廣播事業股份有限公司,T,2020-05-13 16:33:18
EB89355757,高新工程顧問有限公司,T,2019-10-24 16:08:09
EB89356974,順冠工程有限公司,F,2019-11-04 23:45:00
EB89358419,宏齊科技股份有限公司,T,2019-05-08 17:51:57
EB89360077,峰羽股份有限公司,T,2019-05-08 17:51:57
EB89365592,富寶通運有限公司,T,2019-08-08 17:20:05
EB89367682,儀丞儀器工程有限公司,T,2018-11-12 17:32:55
EB89376900,鈺緯科技開發股份有限公司,T,2019-09-10 17:11:51
EB89379218,年程科技股份有限公司,T,2019-05-08 17:51:57
EB89382190,協科資訊股份有限公司,T,2020-05-20 17:06:51
EB89390656,南亞科技股份有限公司,T,2019-03-25 17:38:55
EB89391070,國泰世華商業銀行股份有限公司彰化分公司,T,2018-12-21 17:27:20
EB89391634,國泰世華商業銀行股份有限公司五權分公司,T,2018-12-21 17:27:20
EB89391661,國泰世華商業銀行股份有限公司敦南分公司,T,2018-12-21 17:27:20
EB89391677,國泰世華商業銀行股份有限公司後埔分公司,T,2018-12-21 17:27:20
EB89391682,國泰世華商業銀行股份有限公司蘆洲分公司,T,2018-12-21 17:27:20
EB89391698,國泰世華商業銀行股份有限公司西門分公司,T,2018-12-21 17:27:20
EB89391748,大中票券金融股份有限公司,T,2019-07-18 18:13:23
EB89393957,環華股份有限公司,T,2020-01-09 17:13:47
EB89394750,群益證券投資信託股份有限公司,T,2019-03-08 11:02:23
EB89395580,台中銀證券投資信託股份有限公司,T,2019-12-20 17:28:00
EB89395955,國泰世華商業銀行股份有限公司北三重分公司,T,2018-12-21 17:27:20
EB89395961,國泰世華商業銀行股份有限公司松山分公司,T,2018-12-21 17:27:20
EB89396292,台灣票券金融股份有限公司,T,2019-04-25 17:36:13
EB89396315,聯嘉光電股份有限公司,T,2018-11-12 17:32:55
EB89396770,霖宏科技股份有限公司,T,2018-11-21 17:42:09
EB89397503U000024,臺鹽實業股份有限公司研發處,T,2019-12-31 16:21:55
EB89397503U000025,臺鹽實業股份有限公司財務處,T,2019-12-31 16:21:55
EB89397503U000002,臺鹽實業股份有限公司臺北營業處,T,2019-12-31 16:21:53
EB89397503U000003,臺鹽實業股份有限公司臺中營業所,T,2019-12-31 16:21:53
EB89397503U000004,臺鹽實業股份有限公司臺中營業處,T,2019-12-31 16:21:53
EB89397503U000005,臺鹽實業股份有限公司高雄營業所,T,2019-12-31 16:21:53
EB89397503U000006,臺鹽實業股份有限公司高雄營業處,T,2019-12-31 16:21:53
EB89397503U000007,臺鹽實業股份有限公司生技保健廠,T,2019-12-31 16:21:53
EB89397503U000008,臺鹽實業股份有限公司生技一廠,T,2019-12-31 16:21:54
EB89397503U000009,臺鹽實業股份有限公司生技二廠,T,2019-12-31 16:21:54
EB89397503U000010,臺鹽實業股份有限公司生技妝品廠,T,2019-12-31 16:21:54
EB89397503U000011,臺鹽實業股份有限公司生技三廠,T,2019-12-31 16:21:54
EB89397503U000012,臺鹽實業股份有限公司七股鹽場,T,2019-12-31 16:21:54
EB89397503U000013,臺鹽實業股份有限公司通霄精鹽廠,T,2019-12-31 16:21:54
EB89397503U000014,臺鹽實業股份有限公司進口鹽儲運所,T,2019-12-31 16:21:54
EB89397503U000015,臺鹽實業股份有限公司稽核室,T,2019-12-31 16:21:54
EB89397503U000016,臺鹽實業股份有限公司法務室,T,2019-12-31 16:21:54
EB89397503U000018,臺鹽實業股份有限公司會計處,T,2019-12-31 16:21:55
EB89397503U000019,臺鹽實業股份有限公司海化事業處,T,2019-12-31 16:21:55
EB89397503U000020,臺鹽實業股份有限公司生技事業處,T,2019-12-31 16:21:55
EB89397503U000021,臺鹽實業股份有限公司品牌行銷處,T,2019-12-31 16:21:55
EB89397503U000022,臺鹽實業股份有限公司企業發展處,T,2019-12-31 16:21:55
EB89397503U000023,臺鹽實業股份有限公司職業安全衛生室,T,2019-12-31 16:21:55
EB89397503U000001,臺鹽實業股份有限公司臺北營業所,T,2019-12-31 16:21:53
EB89397503,臺鹽實業股份有限公司,T,2018-11-12 17:32:55
EB89397503U170000,臺鹽公司企業工會聯合會,T,2020-04-09 16:59:16
EB89397503U000017,臺鹽實業股份有限公司行政處,T,2019-12-31 16:21:55
EB89398165,新加坡商大華銀行有限公司台北分公司,T,2019-04-15 11:23:07
EB89398334,萬通票券金融股份有限公司,T,2019-07-23 17:03:22
EB89398566,得利影視股份有限公司,T,2019-05-08 17:51:57
EB89400628,裕益汽車股份有限公司北市分公司,T,2018-11-12 17:32:55
EB89400818,昇恒昌股份有限公司,T,2019-10-25 15:12:25
EB89401582,國泰世華商業銀行股份有限公司三民分公司,T,2018-12-21 17:27:20
EB89402718,國泰世華商業銀行股份有限公司南投分公司,T,2018-12-21 17:27:20
EB89403884,詩肯股份有限公司,T,2019-12-11 17:23:04
EB89404167,富邦建築經理股份有限公司,T,2018-11-21 17:42:09
EB89404624,香港商雅凱電腦語音有限公司台灣分公司,T,2019-05-08 17:51:57
EB89405736,大裕水電工程有限公司,T,2019-09-18 16:49:44
EB89406518,台塑勝高科技股份有限公司,T,2019-03-25 17:38:55
EB89406714,觀天下有線電視事業股份有限公司,T,2018-11-12 17:32:55
EB89406854,美商道富銀行股份有限公司台北分公司,T,2018-12-21 17:27:20
EB89407381,香港商麥格理資本股份有限公司台灣證券分公司,T,2018-11-21 17:42:09
EB89407740,南天有線電視股份有限公司,T,2019-05-08 17:51:57
EB89408190,立宇高新科技股份有限公司,T,2018-11-21 17:42:09
EB89415241,加捷生醫股份有限公司,T,2019-08-28 13:49:50
EB89420928,升鴻水電工程股份有限公司,T,2019-05-08 17:51:57
EB89421855,星滿企業有限公司,F,2020-04-11 22:50:01
EB89434676,夏都國際開發股份有限公司,T,2018-11-21 17:42:09
EB89441120,榮寶企業股份有限公司,T,2018-11-12 17:32:54
EB89444082,行遠國際工程開發股份有限公司,T,2019-07-08 16:22:14
EB89454601,易緯工程顧問股份有限公司,T,2019-05-08 17:51:58
EB89458276,安信建築經理股份有限公司,T,2019-05-08 17:51:58
EB89459253,三聯南頻電信股份有限公司,T,2019-05-08 17:51:58
EB89464609,禮正證券投資顧問股份有限公司,T,2018-11-21 17:42:09
EB89467346,阿爾發音樂股份有限公司,T,2019-05-06 17:43:41
EB89472045,永豐證券投資顧問股份有限公司,T,2019-03-29 17:31:53
EB89483140,岳洋股份有限公司,T,2019-05-08 17:51:58
EB89486054,泰恆實業有限公司,T,2019-05-08 17:51:58
EB89486759,中工保全股份有限公司,T,2019-08-29 16:55:44
EB89487188,尚志半導體股份有限公司,T,2019-03-05 16:44:35
EB89491275,亞通利大能源股份有限公司,T,2019-05-08 17:51:58
EB89495531,博智電子股份有限公司,T,2019-05-08 17:51:58
EB89499229,台典工程顧問股份有限公司,T,2019-04-02 17:02:39
EB89504546,富立業工程顧問股份有限公司,T,2019-05-08 17:51:58
EB89508000,巨邦交通有限公司,T,2019-06-18 17:46:55
EB89509578,展群營造股份有限公司,T,2019-11-04 16:10:26
EB89511883,桃農綜合農產品批發市場股份有限公司,T,2019-05-08 17:51:59
EB89513539,源萌交通有限公司,T,2018-11-12 17:32:54
EB89521257,宇峻奧汀科技股份有限公司,T,2019-05-08 17:51:59
EB89522713,穩聖營造有限公司,F,2018-12-10 02:00:06
EB89525562,蓋赫科技營造有限公司,T,2019-03-18 16:34:17
EB89528054,台灣鋼聯股份有限公司,T,2018-11-21 17:42:10
EB89529722,慈龍營造工程有限公司,T,2019-07-25 17:21:42
EB89534984,宇堂工程顧問有限公司,T,2019-05-08 17:51:59
EB89535371,千瑞汽車有限公司,T,2019-07-26 16:55:25
EB89539263,金帝汽車有限公司,T,2019-05-08 17:51:59
EB89543288,日月辰工程顧問有限公司,T,2020-05-18 17:12:53
EB89549184,榮昌科技股份有限公司,T,2018-11-12 17:32:54
EB89549446,兆勁科技股份有限公司,T,2019-05-08 17:51:59
EB89549585,百一電子股份有限公司,T,2019-09-20 17:28:52
EB89550029,遊戲橘子數位科技股份有限公司,T,2019-05-08 17:51:59
EB89552119,五楠圖書用品股份有限公司,T,2019-05-08 17:51:59
EB89553378,昇殿工程有限公司,F,2020-06-02 22:50:00
EB89560743,虹泰營造有限公司,T,2020-03-24 17:06:40
EB89568007,鹿島工程技術顧問股份有限公司,T,2020-05-14 16:25:03
EB89569456,源聯交通有限公司,T,2018-11-12 17:32:54
EB89570236,博駿交通有限公司,T,2020-04-21 16:48:28
EB89571919,泰有營造股份有限公司,T,2019-05-08 17:51:59
EB89578618,弘佑實業有限公司,T,2019-05-08 17:51:59
EB89582325,星博電子股份有限公司,T,2019-05-08 17:51:59
EB89589328,統一生活事業股份有限公司,T,2019-05-08 17:52:00
EB89593343,凌華科技股份有限公司,T,2018-11-21 17:42:10
EB89596101,臺灣亞銳士股份有限公司,F,2019-09-14 23:45:00
EB89596854,宇泰豐科技實業股份有限公司,T,2019-05-08 17:52:00
EB89598369,狄斯唐工程顧問股份有限公司,T,2019-05-08 17:52:00
EB89602217,遠業科技股份有限公司,F,2019-05-29 23:45:00
EB89609149,聯超實業股份有限公司,T,2018-11-21 17:42:10
EB89611362,臺灣洗霸環保工程股份有限公司,T,2018-11-12 17:32:54
EB89613636,弘憶國際股份有限公司,T,2019-05-08 17:52:00
EB89614591,鼎越開發股份有限公司,T,2019-12-11 16:30:20
EB89620361,廣越企業股份有限公司,T,2018-11-12 17:32:54
EB89621848,建達國際股份有限公司,T,2019-05-08 17:52:00
EB89631965,耐特普羅資訊股份有限公司,T,2019-08-22 16:21:55
EB89632036,永璋測繪有限公司,T,2019-05-08 17:52:00
EB89634317,顧德證券投資顧問股份有限公司,T,2018-11-21 17:42:10
EB89639615,慧友電子股份有限公司,T,2018-11-12 17:32:54
EB89643049,成長力管理顧問有限公司,F,2019-12-16 23:45:01
EB89647050,旺矽科技股份有限公司,T,2019-05-08 17:52:00
EB89647431,威震水電工程有限公司,T,2019-05-08 17:52:00
EB89649509,新怡通運有限公司,F,2019-09-12 23:45:00
EB89649873,微端科技股份有限公司,T,2019-05-08 17:52:00
EB89657232,達觀工程顧問有限公司,T,2019-05-31 17:35:40
EB89660222,安和加油站股份有限公司,T,2019-06-14 17:38:22
EB89672698,德微科技股份有限公司,T,2018-11-21 17:42:10
EB89678222,海寮加油站股份有限公司,T,2019-05-08 17:52:00
EB89679165,運豪交通有限公司,T,2018-11-12 17:32:54
EB89682653,明達實業股份有限公司,F,2019-09-05 23:45:00
EB89683098,聯緯工業開發股份有限公司,T,2018-12-05 17:19:28
EB89686877,晟立興營造有限公司,F,2019-05-20 23:45:01
EB89688299,華展汽車貨運有限公司,F,2020-01-24 22:50:03
EB89697733,一亨營造有限公司,T,2019-05-08 17:52:01
EB89706487,智泰科技股份有限公司,T,2018-11-21 17:42:10
EB89708892,福翊營造有限公司,T,2020-03-30 16:43:53
EB89712734,睿澤企業股份有限公司,F,2019-05-08 23:45:00
EB89716605,山太士股份有限公司,T,2019-05-08 17:52:01
EB89717956,譽晟工程有限公司,F,2019-11-29 23:45:00
EB89723649,上境科技股份有限公司,T,2019-05-08 17:52:01
EB89728356,信紘科技股份有限公司,T,2018-11-21 17:42:10
EB89730944,千斐五金股份有限公司,T,2019-10-23 16:08:14
EB89732154,柏騰科技股份有限公司,T,2019-05-08 17:52:01
EB89743949,順發電腦股份有限公司,T,2019-05-08 17:52:01
EB89751314,上校基業有限公司,T,2019-05-08 17:52:01
EB89760411,海歷企業股份有限公司,T,2019-05-17 17:56:07
EB89767857,樺興加油站有限公司,T,2018-11-12 17:32:54
EB89772795,總興汽車有限公司,T,2018-11-12 17:32:54
EB89774724,鴻禧旅行社有限公司,T,2020-04-20 16:30:51
EB89781627,鑫長興汽車有限公司,T,2019-11-18 16:10:19
EB89797986,愛欣食品有限公司,T,2019-05-08 17:52:01
EB89803896,長新通運有限公司,T,2019-05-08 17:52:01
EB89808288,螢建有限公司,T,2018-11-12 17:32:54
EB89817245,巨石電腦有限公司,F,2020-06-24 22:50:00
EB89819216,耀鋐營造有限公司,T,2019-03-07 17:09:44
EB89820558,精準國際開發有限公司,T,2018-11-12 17:32:54
EB89822036,禾興有限公司,T,2019-05-08 17:52:01
EB89825006,東昇工程顧問有限公司,T,2019-04-29 17:53:58
EB89825913,南帝營造有限公司,T,2019-11-11 16:23:05
EB89826011U000010,佐登妮絲集團股份有限公司,T,2018-11-21 17:42:10
EB89826011,佐登妮絲國際股份有限公司,T,2018-11-21 17:42:10
EB89827686,淳安電子股份有限公司,T,2019-05-08 17:52:01
EB89828279,清華科技檢驗股份有限公司,T,2019-05-08 17:52:02
EB89829609,威立顧問股份有限公司,T,2019-06-04 17:30:05
EB89835807,麗鄴工程顧問有限公司,T,2018-11-12 17:32:53
EB89836340,創新新零售股份有限公司,T,2019-05-08 17:52:02
EB89837832,榮興港灣工程股份有限公司,T,2018-11-12 17:32:53
EB89839297,圓方科技股份有限公司,T,2019-05-08 17:52:02
EB89845410,宜特科技股份有限公司,T,2019-12-06 16:39:37
EB89845559,森鉅科技材料股份有限公司,T,2019-05-08 17:52:02
EB89848991,至陽汽車股份有限公司,T,2019-05-08 17:52:02
EB89852489,國緯營造股份有限公司,T,2019-10-15 16:48:27
EB89855649,精湛光學科技股份有限公司,T,2018-11-12 17:32:53
EB89860312,永佳樂有線電視股份有限公司,T,2019-05-08 17:52:02
EB89860431,富迪工程企業有限公司,T,2019-10-21 16:06:32
EB89861678,美加美整理股份有限公司,F,2020-03-21 22:50:01
EB89863330,裕新汽車股份有限公司,T,2018-11-12 17:32:53
EB89870304,久仲泰營造有限公司,T,2019-06-21 13:11:35
EB89871205,鉅侑汽車有限公司,T,2019-10-18 16:04:37
EB89875862,長天科技股份有限公司,T,2019-05-08 17:52:02
EB89877524,益泰貨櫃運輸有限公司,T,2019-05-08 17:52:02
EB89878262,永發營造工程股份有限公司,T,2019-05-08 17:52:03
EB89883666,凌天航空股份有限公司,T,2019-05-08 17:52:03
EB89886170,協群營造有限公司,T,2019-05-08 17:52:03
EB89898817,億陞通運有限公司,T,2019-09-04 16:53:24
EB89898859,言瑞實業有限公司,T,2019-10-21 16:28:29
EB89909960,元安汽車有限公司,T,2019-05-08 17:52:03
EB89911608,德川不動產鑑定顧問股份有限公司,F,2019-04-18 23:45:01
EB89915528,立城工程顧問有限公司,T,2019-05-08 17:52:03
EB89917103,立順興資源科技股份有限公司,T,2019-05-08 17:52:03
EB89919545,中裕營造股份有限公司,F,2019-08-29 23:45:00
EB89922041,日友環保科技股份有限公司,T,2019-03-13 16:43:21
EB89922366,長盛工程顧問有限公司,T,2019-05-08 17:52:03
EB89923007,才勝企業有限公司,T,2019-05-08 17:52:03
EB89925407,亞新國土科技股份有限公司,T,2019-09-03 16:54:29
EB89930470,運達證券投資顧問股份有限公司,T,2019-08-14 16:50:20
EB89932815,良福公寓大廈管理維護股份有限公司,T,2019-05-08 17:52:03
EB89943691,清寰國際管理顧問股份有限公司,T,2020-05-05 16:57:54
EB89945776,左右國際股份有限公司,T,2019-05-08 17:52:03
EB89953557,彥陽科技股份有限公司,T,2019-05-08 17:52:03
EB89955062,覺庭國際企業股份有限公司,F,2019-02-17 02:00:10
EB89955491,利統股份有限公司,T,2019-08-27 17:25:44
EB89961389,亞昕國際開發股份有限公司,T,2019-06-27 17:20:22
EB89961466,伍豐科技股份有限公司,T,2018-11-21 17:42:10
EB89982791,義力營造股份有限公司,T,2020-03-10 16:04:00
EB89991861,茂盛營造股份有限公司,T,2019-05-08 17:52:04
EB90121602,順仁汽車貨運行,F,2019-09-29 23:45:00
EB90235801,建翔通運股份有限公司,T,2019-05-08 17:52:04
EB90703369,長景工業股份有限公司,T,2019-08-30 17:03:17
EB90724033,協禧電機股份有限公司,T,2019-05-08 17:52:04
EB90724553,屏東汽車客運股份有限公司,T,2018-11-26 18:20:42
EB90755339,義展營造工程股份有限公司,T,2019-05-08 17:52:04
EB90755339U010000,義展營造工程股份有限公司財務部,T,2019-05-08 17:52:04
EB90755339U020000,義展營造工程股份有限公司採購部,T,2019-05-08 17:52:04
EB90755339U030000,義展營造工程股份有限公司工程部,T,2019-05-08 17:52:04
EB90765596,溢泰實業股份有限公司,T,2020-04-28 17:11:22
EB90769848,順時營造股份有限公司,T,2019-05-08 17:52:04
EB90777827,建濠源營造股份有限公司,T,2019-05-08 17:52:04
EB90783172,興石營造工程股份有限公司,T,2019-07-05 17:01:11
EB90798506,裕益汽車股份有限公司屏東分公司,T,2018-11-12 17:32:53
EB91229412,永光土木包工業,T,2019-05-08 17:52:04
EB91425202,進步汽車貨運行,F,2020-04-08 22:50:02
EB91871595,金洲海洋科技股份有限公司,T,2019-07-17 16:53:55
EB91878801,連隆汽車貨運股份有限公司,F,2019-09-27 23:45:00
EB91888619,國統國際股份有限公司,T,2019-05-08 17:52:05
EB92211707,榮昇汽車貨運行,F,2020-04-08 22:50:02
EB92702838,屏東農產股份有限公司,T,2019-05-08 17:52:05
EB92874775,優拿設計工作室,T,2020-04-27 16:28:07
EB92969619,益晟土木包工業,T,2019-05-08 17:52:05
EB93083027,鼎東汽車客運股份有限公司,T,2018-11-12 17:32:53
EB93124408,東山工程股份有限公司,T,2019-09-04 16:56:52
EB93739714,億欣營造股份有限公司,F,2019-10-31 23:45:00
EB94025264,中華紙漿股份有限公司,T,2019-05-08 17:52:05
EB94114202,宏義工程股份有限公司,T,2020-06-19 16:29:46
EB94175208,花蓮汽車客運股份有限公司,T,2019-08-29 17:00:34
EB94224658,泰溢企業股份有限公司,T,2019-08-27 16:51:38
EB94767723,新中成交通股份有限公司,F,2020-02-13 22:50:03
EB94768687,更生日報社股份有限公司,T,2019-05-08 17:52:05
EB94804902,松東營造股份有限公司,T,2020-04-01 17:03:43
EB94841076,三星營造股份有限公司,T,2019-07-09 17:26:39
EB94852410,營成汽車工業股份有限公司,T,2018-11-12 17:32:53
EB95985535,盈利企業行,T,2019-05-08 17:52:05
EB96860554,新華航業股份有限公司,T,2018-11-12 17:32:53
EB96862363,有益鋼鐵股份有限公司,T,2019-05-08 17:52:05
EB96862504,彩鴻實業有限公司,T,2019-05-08 17:52:06
EB96863855,豐晟汽車有限公司,T,2019-08-21 16:45:50
EB96865657,鉅橡企業股份有限公司,T,2019-10-23 16:07:53
EB96866065,美桀科技股份有限公司,F,2019-07-23 23:45:01
EB96867698,大來加油站股份有限公司,T,2019-05-08 17:52:06
EB96869540,華隆汽車修理股份有限公司,T,2019-05-08 17:52:06
EB96871481,統瀛營造股份有限公司,T,2020-03-19 16:19:40
EB96879619,甲頂營造有限公司,T,2019-09-27 16:28:23
EB96881468,棋揚汽車企業有限公司,T,2019-05-08 17:52:06
EB96884330,升富營造有限公司,T,2019-05-08 17:52:06
EB96891607,正興機電工程股份有限公司,T,2019-07-02 17:23:21
EB96892134,小洪通運有限公司,T,2020-06-02 16:48:03
EB96892606,新進成交通有限公司,F,2020-02-07 22:50:03
EB96893915,聯成豐營造工程有限公司,T,2019-02-14 17:21:37
EB96898221,瑞豪汽車股份有限公司,T,2019-07-12 16:25:40
EB96900057,建太營造有限公司,T,2019-05-08 17:52:06
EB96900129,境怡有限公司,F,2019-05-02 23:45:01
EB96900438,金仕旅運有限公司,T,2019-05-08 17:52:06
EB96902956,大康資訊股份有限公司,T,2018-12-06 17:58:00
EB96905314,展信營造有限公司,T,2018-12-06 17:58:00
EB96912835,尖點科技股份有限公司,T,2018-11-21 17:42:10
EB96913736,金龍綜合工程有限公司,T,2019-05-08 17:52:06
EB96914714,灃順汽車事業股份有限公司,F,2020-02-05 22:50:00
EB96914806,長利營造股份有限公司,T,2019-05-08 17:52:06
EB96916760,欣道營造有限公司,T,2019-05-08 17:52:06
EB96919302,尚谷營造有限公司,T,2020-05-21 16:49:41
EB96919400,立胺汽車有限公司,T,2019-08-29 16:59:02
EB96919464,力澂工程企業有限公司,T,2019-05-08 17:52:06
EB96919773,岦佑企業有限公司,T,2019-05-08 17:52:07
EB96922622,台耀化學股份有限公司,T,2019-05-08 17:52:07
EB96924419,傑舜船舶安全管理顧問股份有限公司,T,2019-10-30 16:14:11
EB96924451,同開科技工程股份有限公司,T,2019-05-08 17:52:07
EB96929646,太平洋商務中心股份有限公司,T,2019-05-08 17:52:07
EB96930209,融程電訊股份有限公司,T,2018-11-12 17:32:52
EB96940261,全誼資訊股份有限公司,T,2019-05-08 17:52:07
EB96944490,波基米股份有限公司,T,2019-05-08 17:52:07
EB96946429,博國通運有限公司,T,2020-04-21 16:52:37
EB96948405,互立機電工程股份有限公司,T,2019-05-08 17:52:07
EB96949426,葳橋資訊股份有限公司,T,2019-05-15 17:31:08
EB96954150,飛碟廣播股份有限公司,T,2019-05-08 17:52:07
EB96954341,博連通運有限公司,T,2020-04-21 16:50:25
EB96958584,通傑工程有限公司,T,2019-05-08 17:52:07
EB96958986,旭品科技股份有限公司,T,2019-05-08 17:52:07
EB96963496,聯大保全股份有限公司,T,2018-11-12 17:32:52
EB96965874,豪展醫療科技股份有限公司,T,2018-11-21 17:42:10
EB96967269,聯邦公寓大廈管理維護股份有限公司,T,2018-11-12 17:32:52
EB96969724,西勝國際股份有限公司,T,2018-11-21 17:42:10
EB96971313,中鋼鋁業股份有限公司,T,2019-10-02 16:30:19
EB96971616,紅樹林有線電視股份有限公司,T,2019-05-08 17:52:07
EB96972100,大新店民主有線電視股份有限公司,T,2019-05-08 17:52:07
EB96972164,美商國際半導體產業有限公司,T,2020-04-16 16:59:09
EB96972811,法銀巴黎證券投資顧問股份有限公司,T,2019-06-03 17:06:46
EB96973086,中鋼運通股份有限公司,T,2019-05-08 17:52:07
EB96973620,全聯有線電視股份有限公司,T,2019-05-08 17:52:07
EB96973683,三冠王有線電視股份有限公司,T,2019-05-08 17:52:07
EB96973993,建明汽車客運股份有限公司,T,2019-05-08 17:52:07
EB96974228,大豐有線電視股份有限公司,T,2019-06-06 17:21:50
EB96974352,日商三菱日聯銀行股份有限公司台北分公司,T,2018-12-21 17:27:21
EB96974590,岩輝營造有限公司,T,2019-05-08 17:52:08
EB96974780,國泰世華商業銀行股份有限公司土城分公司,T,2018-12-21 17:27:21
EB96975401,裕益汽車股份有限公司北縣分公司,T,2018-11-12 17:32:52
EB96975508,中盈投資開發股份有限公司,T,2019-07-10 17:05:53
EB96975583,中貿國際股份有限公司,T,2019-05-20 17:07:00
